INFO 2026-04-25 12:50:33,821 autoreload 1732 28032 Watching for file changes with StatReloader
INFO 2026-04-25 14:10:23,655 basehttp 27848 32288 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:10:23,656 basehttp 27848 29760 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:10:23,657 basehttp 27848 27056 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:10:23,683 basehttp 27848 264 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:10:23,706 basehttp 27848 27056 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:10:23,710 basehttp 27848 32288 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:10:23,710 basehttp 27848 21428 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:10:23,714 basehttp 27848 264 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:10:23,717 basehttp 27848 29192 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:10:23,723 basehttp 27848 29760 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:10:23,750 basehttp 27848 32288 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:10:23,763 basehttp 27848 264 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:11:51,239 autoreload 24204 30308 Watching for file changes with StatReloader
INFO 2026-04-25 14:11:54,462 basehttp 24204 25204 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:11:54,466 basehttp 24204 5392 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:11:54,469 basehttp 24204 28768 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:11:54,474 basehttp 24204 30360 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:11:54,517 basehttp 24204 11280 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:11:54,518 basehttp 24204 5392 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:11:54,524 basehttp 24204 30360 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:11:54,532 basehttp 24204 28768 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:11:54,534 basehttp 24204 25204 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:11:54,538 basehttp 24204 21856 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:11:54,549 basehttp 24204 11280 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:11:54,570 basehttp 24204 25204 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:12:13,940 basehttp 24204 25204 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:12:13,946 basehttp 24204 30360 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:12:13,952 basehttp 24204 28768 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:12:13,955 basehttp 24204 21856 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:12:13,982 basehttp 24204 5392 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:12:13,990 basehttp 24204 30360 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:12:14,000 basehttp 24204 21856 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:12:14,012 basehttp 24204 11280 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:12:14,017 basehttp 24204 5392 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:12:14,024 basehttp 24204 21856 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:12:14,025 basehttp 24204 30360 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:12:14,042 basehttp 24204 28768 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:12:14,061 basehttp 24204 5392 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:12:14,072 basehttp 24204 25204 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:12:14,077 basehttp 24204 11280 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:12:14,095 basehttp 24204 30360 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:12:14,099 basehttp 24204 21856 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:12:14,122 basehttp 24204 5392 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:24:49,662 autoreload 16992 31684 Watching for file changes with StatReloader
WARNING 2026-04-25 14:24:52,980 log 16992 29564 Unauthorized: /api/ventas/facturas/
WARNING 2026-04-25 14:24:52,980 log 16992 26800 Unauthorized: /api/compras/proveedores/
WARNING 2026-04-25 14:24:52,980 log 16992 15528 Unauthorized: /api/compras/ordenes/
WARNING 2026-04-25 14:24:52,981 log 16992 11720 Unauthorized: /api/ventas/pedidos/
WARNING 2026-04-25 14:24:52,981 log 16992 19108 Unauthorized: /api/crm/clientes/
WARNING 2026-04-25 14:24:52,982 log 16992 10176 Unauthorized: /api/crm/cotizaciones/
WARNING 2026-04-25 14:24:52,983 basehttp 16992 29564 "GET /api/ventas/facturas/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:52,983 basehttp 16992 26800 "GET /api/compras/proveedores/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:52,985 basehttp 16992 15528 "GET /api/compras/ordenes/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:52,985 basehttp 16992 11720 "GET /api/ventas/pedidos/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:52,985 basehttp 16992 19108 "GET /api/crm/clientes/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:52,987 log 16992 29564 Unauthorized: /api/inventarios/productos/
WARNING 2026-04-25 14:24:52,989 basehttp 16992 10176 "GET /api/crm/cotizaciones/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:52,992 log 16992 15528 Unauthorized: /api/kave/disenos/
WARNING 2026-04-25 14:24:52,994 log 16992 11720 Unauthorized: /api/ventas/facturas/
WARNING 2026-04-25 14:24:52,995 log 16992 26800 Unauthorized: /api/operaciones/proyectos/
WARNING 2026-04-25 14:24:52,998 log 16992 19108 Unauthorized: /api/compras/proveedores/
WARNING 2026-04-25 14:24:53,001 log 16992 10176 Unauthorized: /api/compras/ordenes/
WARNING 2026-04-25 14:24:53,002 basehttp 16992 29564 "GET /api/inventarios/productos/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,004 basehttp 16992 15528 "GET /api/kave/disenos/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,004 basehttp 16992 26800 "GET /api/operaciones/proyectos/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,004 basehttp 16992 11720 "GET /api/ventas/facturas/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,005 basehttp 16992 19108 "GET /api/compras/proveedores/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,005 basehttp 16992 10176 "GET /api/compras/ordenes/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,046 log 16992 29564 Unauthorized: /api/ventas/pedidos/
WARNING 2026-04-25 14:24:53,048 log 16992 15528 Unauthorized: /api/crm/clientes/
WARNING 2026-04-25 14:24:53,049 log 16992 11720 Unauthorized: /api/inventarios/productos/
WARNING 2026-04-25 14:24:53,052 log 16992 19108 Unauthorized: /api/kave/disenos/
WARNING 2026-04-25 14:24:53,053 log 16992 26800 Unauthorized: /api/crm/cotizaciones/
WARNING 2026-04-25 14:24:53,055 log 16992 10176 Unauthorized: /api/operaciones/proyectos/
WARNING 2026-04-25 14:24:53,057 basehttp 16992 29564 "GET /api/ventas/pedidos/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,057 basehttp 16992 15528 "GET /api/crm/clientes/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,058 basehttp 16992 19108 "GET /api/kave/disenos/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,058 basehttp 16992 11720 "GET /api/inventarios/productos/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,058 basehttp 16992 26800 "GET /api/crm/cotizaciones/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:24:53,059 basehttp 16992 10176 "GET /api/operaciones/proyectos/ HTTP/1.1" 401 172
INFO 2026-04-25 14:25:47,112 autoreload 29064 26252 Watching for file changes with StatReloader
INFO 2026-04-25 14:31:32,267 autoreload 8072 5548 Watching for file changes with StatReloader
INFO 2026-04-25 14:31:58,247 basehttp 8072 28952 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:31:58,247 basehttp 8072 24604 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:31:58,379 basehttp 8072 2952 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:31:58,389 basehttp 8072 24604 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:31:58,396 basehttp 8072 29832 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:31:58,405 basehttp 8072 24604 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:31:58,412 basehttp 8072 29832 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:31:58,422 basehttp 8072 24604 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:31:58,432 basehttp 8072 29832 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:31:58,445 basehttp 8072 13596 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:31:58,461 basehttp 8072 29832 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:31:58,465 basehttp 8072 28952 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:31:58,468 basehttp 8072 24604 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:31:58,468 basehttp 8072 31892 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:31:58,477 basehttp 8072 2952 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:31:58,515 basehttp 8072 28952 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:31:58,519 basehttp 8072 31892 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:31:58,528 basehttp 8072 13596 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:32:59,616 autoreload 32356 30300 Watching for file changes with StatReloader
INFO 2026-04-25 14:33:02,268 basehttp 32356 3764 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:33:02,286 basehttp 32356 13956 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:33:02,303 basehttp 32356 29620 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:33:02,304 basehttp 32356 13956 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:33:02,316 basehttp 32356 28936 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:33:02,318 basehttp 32356 13956 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:33:02,327 basehttp 32356 27652 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:33:02,336 basehttp 32356 28936 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:33:02,338 basehttp 32356 13956 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:33:02,347 basehttp 32356 26160 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:33:02,352 basehttp 32356 27652 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:33:02,354 basehttp 32356 3764 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:33:02,357 basehttp 32356 29620 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:33:02,357 basehttp 32356 28936 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:33:02,361 basehttp 32356 13956 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:33:02,392 basehttp 32356 26160 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:33:02,394 basehttp 32356 3764 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:33:02,407 basehttp 32356 27652 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:38:48,210 autoreload 29908 588 Watching for file changes with StatReloader
INFO 2026-04-25 14:38:51,490 basehttp 29908 30544 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:38:51,508 basehttp 29908 30544 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:38:51,510 basehttp 29908 30628 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:38:51,522 basehttp 29908 30544 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:38:51,530 basehttp 29908 13196 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:38:51,531 basehttp 29908 30544 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:38:51,537 basehttp 29908 30628 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:38:51,566 basehttp 29908 18804 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:38:51,573 basehttp 29908 16832 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:38:51,593 basehttp 29908 13196 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:38:51,595 basehttp 29908 32024 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:38:51,603 basehttp 29908 18804 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:39:06,503 basehttp 29908 18804 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:39:06,503 basehttp 29908 16832 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:39:06,504 basehttp 29908 13196 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:39:06,504 basehttp 29908 30628 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:39:06,520 basehttp 29908 30544 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:39:06,551 basehttp 29908 16832 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:39:06,554 basehttp 29908 32024 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:39:06,575 basehttp 29908 30544 "GET /api/ventas/facturas/ HTTP/1.1" 200 2
INFO 2026-04-25 14:39:06,588 basehttp 29908 30628 "GET /api/crm/clientes/ HTTP/1.1" 200 1337
INFO 2026-04-25 14:39:06,589 basehttp 29908 16832 "GET /api/compras/proveedores/ HTTP/1.1" 200 407
INFO 2026-04-25 14:39:06,605 basehttp 29908 32024 "GET /api/ventas/pedidos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:39:06,612 basehttp 29908 30544 "GET /api/compras/ordenes/ HTTP/1.1" 200 282
INFO 2026-04-25 14:39:06,616 basehttp 29908 13196 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:39:06,623 basehttp 29908 30628 "GET /api/operaciones/proyectos/ HTTP/1.1" 200 2
INFO 2026-04-25 14:39:06,653 basehttp 29908 18804 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:39:06,658 basehttp 29908 16832 "GET /api/crm/cotizaciones/ HTTP/1.1" 200 2637
INFO 2026-04-25 14:39:06,662 basehttp 29908 32024 "GET /api/kave/disenos/ HTTP/1.1" 200 3585
INFO 2026-04-25 14:39:06,686 basehttp 29908 30628 "GET /api/inventarios/productos/ HTTP/1.1" 200 3611
INFO 2026-04-25 14:39:19,788 basehttp 29908 30628 "OPTIONS /api/crm/clientes/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,789 basehttp 29908 32024 "OPTIONS /api/crm/cotizaciones/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,796 basehttp 29908 16832 "OPTIONS /api/ventas/pedidos/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,796 basehttp 29908 18804 "OPTIONS /api/ventas/facturas/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,799 basehttp 29908 30544 "OPTIONS /api/compras/ordenes/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,799 basehttp 29908 13196 "OPTIONS /api/compras/proveedores/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,803 basehttp 29908 16832 "OPTIONS /api/kave/disenos/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,803 basehttp 29908 32024 "OPTIONS /api/operaciones/proyectos/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,803 basehttp 29908 30628 "OPTIONS /api/inventarios/productos/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,810 basehttp 29908 30544 "OPTIONS /api/crm/clientes/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,811 basehttp 29908 18804 "OPTIONS /api/crm/cotizaciones/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,811 basehttp 29908 13196 "OPTIONS /api/ventas/pedidos/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,817 basehttp 29908 30628 "OPTIONS /api/ventas/facturas/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,817 basehttp 29908 16832 "OPTIONS /api/compras/ordenes/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,817 basehttp 29908 32024 "OPTIONS /api/compras/proveedores/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,818 basehttp 29908 30544 "OPTIONS /api/inventarios/productos/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,824 basehttp 29908 13196 "OPTIONS /api/kave/disenos/ HTTP/1.1" 200 0
INFO 2026-04-25 14:39:19,824 basehttp 29908 18804 "OPTIONS /api/operaciones/proyectos/ HTTP/1.1" 200 0
WARNING 2026-04-25 14:39:19,895 log 29908 30628 Unauthorized: /api/crm/clientes/
WARNING 2026-04-25 14:39:19,897 log 29908 30544 Unauthorized: /api/crm/cotizaciones/
WARNING 2026-04-25 14:39:19,897 log 29908 32024 Unauthorized: /api/ventas/pedidos/
WARNING 2026-04-25 14:39:19,897 log 29908 16832 Unauthorized: /api/compras/ordenes/
WARNING 2026-04-25 14:39:19,898 log 29908 13196 Unauthorized: /api/ventas/facturas/
WARNING 2026-04-25 14:39:19,898 log 29908 18804 Unauthorized: /api/compras/proveedores/
WARNING 2026-04-25 14:39:19,899 basehttp 29908 30628 "GET /api/crm/clientes/ HTTP/1.1" 401 172
WARNING 2026-04-25 14:39:19,900 basehttp 29908 30544 "GET /api/crm/cotizaciones/ HTTP/1.1" 401 172
